School Name,SchoolYear,Graduate Year,Total Graduates,Graduates who did not take the bar,Graduates with No Information,First Time Takers from Prior Years,Total First Time Takers,Total First Time Passers,Grads Admitted via Alternative Pathways,AvgSchoolPassPercent*,AvgStatePassPercent**,TotalDifferencePercent***,Pass % including Grads Admitted via Alternative Pathways,Graduates In 2022,Graduates who did not take the bar in 2022,Number of Early-Takers,Grads Admitted via Diploma Privilege,Pass % including Grads Admitted via Diploma Privilege,Graduates In 2023,Graduates who did not take the bar in 2023,Graduates who took bar exam before graduation,Graduates who took bar exam after graduation,Graduates In 2024,Graduates who did not take the bar in 2024
"Memphis, The University of",2024,,,,19.0,12.0,92.0,70.0,0.0,76.09%,73.91%,2.18%,76.09%,,,,,,99.0,0.0,0.0,80.0,,
Mercer University,2024,,,,0.0,0.0,119.0,91.0,0.0,76.47%,77.61%,-1.14%,76.47%,,,,,,124.0,5.0,0.0,119.0,,
"Miami, University of",2024,,,,0.0,55.0,385.0,291.0,0.0,75.58%,69.89%,5.69%,75.58%,,,,,,398.0,68.0,1.0,329.0,,
Michigan State University,2024,,,,0.0,23.0,180.0,131.0,,72.78%,66.45%,6.33%,72.78%,,,,,,190.0,33.0,,157.0,,
"Michigan, University of",2024,,,,2.0,8.0,293.0,285.0,0.0,97.27%,77.87%,19.4%,97.27%,,,,,,309.0,22.0,0.0,285.0,,
"Minnesota, University of",2024,,,,0.0,8.0,201.0,180.0,0.0,89.55%,80.23%,9.32%,89.55%,,,,,,208.0,15.0,0.0,193.0,,
Mississippi College,2024,,,,0.0,8.0,101.0,76.0,0.0,75.25%,73.59%,1.66%,75.25%,,,,,,108.0,15.0,0.0,93.0,,
"Mississippi, The University of",2024,,,,0.0,28.0,156.0,115.0,0.0,73.72%,74.97%,-1.25%,73.72%,,,,,,155.0,27.0,1.0,127.0,,
"Missouri, University of",2024,,,,0.0,4.0,99.0,86.0,0.0,86.87%,83.56%,3.31%,86.87%,,,,,,104.0,9.0,0.0,95.0,,
"Missouri-Kansas City, University of",2024,,,,1.0,21.0,136.0,105.0,0.0,77.21%,83.52%,-6.31%,77.21%,,,,,,155.0,39.0,0.0,115.0,,
Mitchell/Hamline School of Law,2024,,,,0.0,56.0,307.0,222.0,0.0,72.31%,78.81%,-6.5%,72.31%,,,,,,320.0,69.0,0.0,251.0,,
"Montana, University of",2024,,,,1.0,1.0,64.0,55.0,0.0,85.94%,83.88%,2.06%,85.94%,,,,,,79.0,15.0,0.0,63.0,,
"Nebraska, University of",2024,,,,0.0,16.0,125.0,95.0,0.0,76%,70.61%,5.39%,76.00%,,,,,,123.0,14.0,0.0,109.0,,
"Nevada-Las Vegas, University of",2024,,,,12.0,25.0,125.0,96.0,0.0,76.8%,71.11%,5.69%,76.80%,,,,,,150.0,38.0,0.0,100.0,,
New England Law/Boston,2024,,,,12.0,21.0,295.0,211.0,0.0,71.53%,79.18%,-7.65%,71.53%,,,,,,318.0,32.0,0.0,274.0,,
"New Hampshire, University of",2024,,,,0.0,30.0,140.0,97.0,11.0,69.29%,74.01%,-4.72%,71.52%,,,,,,160.0,39.0,3.0,107.0,,
"New Mexico, The University of",2024,,,,2.0,16.0,94.0,77.0,0.0,81.91%,81.4%,0.51%,81.91%,,,,,,101.0,21.0,0.0,78.0,,
New York Law School,2024,,,,13.0,22.0,297.0,210.0,0.0,70.71%,81.61%,-10.9%,70.71%,,,,,,288.0,0.0,11.0,264.0,,
New York University,2024,,,,0.0,11.0,438.0,423.0,0.0,96.58%,81.51%,15.07%,96.58%,,,,,,443.0,16.0,12.0,415.0,,
North Carolina Central University,2024,,,,3.0,17.0,129.0,73.0,0.0,56.59%,75.01%,-18.42%,56.59%,,,,,,129.0,14.0,0.0,112.0,,
"North Carolina, University of",2024,,,,4.0,2.0,175.0,161.0,0.0,92%,75.48%,16.52%,92.00%,,,,,,187.0,10.0,0.0,173.0,,
"North Dakota, University of",2024,,,,0.0,19.0,56.0,34.0,0.0,60.71%,72.01%,-11.3%,60.71%,,,,,,58.0,21.0,0.0,37.0,,
"North Texas at Dallas, University of",2024,,,,0.0,4.0,89.0,61.0,0.0,68.54%,78.87%,-10.33%,68.54%,,,,,,93.0,8.0,5.0,80.0,,
Northeastern University,2024,,,,0.0,14.0,196.0,169.0,0.0,86.22%,80.04%,6.18%,86.22%,,,,,,205.0,23.0,0.0,182.0,,
Northern Illinois University,2024,,,,0.0,15.0,89.0,53.0,0.0,59.55%,78.09%,-18.54%,59.55%,,,,,,95.0,21.0,0.0,74.0,,
Northern Kentucky University,2024,,,,15.0,8.0,87.0,71.0,0.0,81.61%,76.29%,5.32%,81.61%,,,,,,102.0,8.0,0.0,79.0,,
Northwestern University,2024,,,,0.0,0.0,262.0,240.0,0.0,91.6%,78.56%,13.04%,91.60%,,,,,,278.0,16.0,0.0,262.0,,
"Notre Dame, University of",2024,,,,0.0,6.0,164.0,150.0,0.0,91.46%,77.47%,13.99%,91.46%,,,,,,165.0,7.0,0.0,158.0,,
Nova Southeastern University,2024,,,,5.0,14.0,158.0,101.0,0.0,63.92%,67.84%,-3.92%,63.92%,,,,,,166.0,17.0,0.0,144.0,,
Ohio Northern University,2024,,,,0.0,2.0,53.0,27.0,0.0,50.94%,75.31%,-24.37%,50.94%,,,,,,52.0,1.0,0.0,51.0,,
Oklahoma City University,2024,,,,3.0,15.0,160.0,95.0,,59.38%,71.25%,-11.87%,59.38%,,,,,,160.0,12.0,0.0,145.0,,
"Oklahoma, University of",2024,,,,0.0,4.0,165.0,145.0,0.0,87.88%,72.27%,15.61%,87.88%,,,,,,168.0,7.0,0.0,161.0,,
"Oregon, University of",2024,,,,0.0,9.0,150.0,115.0,0.0,76.67%,74.5%,2.17%,76.67%,,,,,,154.0,13.0,1.0,140.0,,
Pace University,2024,,,,0.0,17.0,241.0,157.0,0.0,65.15%,80.59%,-15.44%,65.15%,,,,,,248.0,24.0,17.0,207.0,,
"Pacific, University of the",2024,,,,0.0,28.0,167.0,112.0,0.0,67.07%,72.52%,-5.45%,67.07%,,,,,,161.0,22.0,0.0,139.0,,
Penn State Dickinson Law,2024,,,,0.0,0.0,71.0,55.0,0.0,77.46%,75.35%,2.11%,77.46%,,,,,,75.0,4.0,2.0,69.0,,
Penn State University,2024,,,,4.0,4.0,106.0,92.0,0.0,86.79%,75.6%,11.19%,86.79%,,,,,,113.0,7.0,0.0,102.0,,
"Pennsylvania, University of",2024,,,,1.0,6.0,240.0,231.0,0.0,96.25%,79.72%,16.53%,96.25%,,,,,,251.0,16.0,0.0,234.0,,
Pepperdine University,2024,,,,0.0,11.0,156.0,130.0,0.0,83.33%,73.18%,10.15%,83.33%,,,,,,165.0,20.0,0.0,145.0,,
"Pittsburgh, University of",2024,,,,0.0,6.0,110.0,93.0,0.0,84.55%,74.79%,9.76%,84.55%,,,,,,112.0,8.0,0.0,104.0,,
Pontifical Catholic University of Puerto Rico,2024,,,,4.0,26.0,69.0,43.0,0.0,62.32%,48.19%,14.13%,62.32%,,,,,,89.0,42.0,0.0,43.0,,
"Puerto Rico, University of",2024,,,,0.0,23.0,140.0,72.0,0.0,51.43%,48.69%,2.74%,51.43%,,,,,,139.0,22.0,0.0,117.0,,
Quinnipiac University,2024,,,,3.0,14.0,115.0,76.0,0.0,66.09%,69.24%,-3.15%,66.09%,,,,,,123.0,19.0,0.0,101.0,,
Regent University,2024,,,,0.0,18.0,97.0,81.0,0.0,83.51%,75.46%,8.05%,83.51%,,,,,,94.0,15.0,1.0,78.0,,
"Richmond, University of",2024,,,,0.0,6.0,147.0,117.0,0.0,79.59%,76.8%,2.79%,79.59%,,,,,,150.0,9.0,4.0,137.0,,
Roger Williams University,2024,,,,0.0,25.0,171.0,99.0,0.0,57.89%,77.1%,-19.21%,57.89%,,,,,,163.0,17.0,4.0,142.0,,
Rutgers University,2024,,,,4.0,35.0,391.0,262.0,0.0,67.01%,70.05%,-3.04%,67.01%,,,,,,403.0,43.0,1.0,355.0,,
Saint Louis University,2024,,,,5.0,23.0,181.0,157.0,0.0,86.74%,82.99%,3.75%,86.74%,,,,,,185.0,22.0,0.0,158.0,,
Samford University,2024,,,,0.0,7.0,134.0,105.0,0.0,78.36%,78.88%,-0.52%,78.36%,,,,,,138.0,11.0,0.0,127.0,,
"San Diego, University of",2024,,,,0.0,11.0,226.0,178.0,0.0,78.76%,72.52%,6.24%,78.76%,,,,,,223.0,8.0,0.0,215.0,,
"San Francisco, University of",2024,,,,0.0,19.0,95.0,64.0,0.0,67.37%,72.43%,-5.06%,67.37%,,,,,,86.0,10.0,0.0,76.0,,
Santa Clara University,2024,,,,0.0,25.0,212.0,131.0,,61.79%,72.57%,-10.78%,61.79%,,,,,,229.0,42.0,0.0,187.0,,
Seattle University,2024,,,,8.0,6.0,165.0,123.0,0.0,74.55%,82.11%,-7.56%,74.55%,,,,,,205.0,38.0,0.0,159.0,,
Seton Hall University,2024,,,,2.0,15.0,242.0,199.0,0.0,82.23%,70.27%,11.96%,82.23%,,,,,,241.0,12.0,0.0,227.0,,
"South Carolina, University of",2024,,,,0.0,19.0,212.0,173.0,0.0,81.6%,77.03%,4.57%,81.60%,,,,,,209.0,16.0,1.0,192.0,,
"South Dakota, University of",2024,,,,0.0,4.0,55.0,37.0,,67.27%,78.5%,-11.23%,67.27%,,,,,,57.0,6.0,0.0,51.0,,
South Texas College of Law Houston,2024,,,,0.0,76.0,290.0,233.0,0.0,80.34%,79.13%,1.21%,80.34%,,,,,,258.0,44.0,0.0,214.0,,
"Southern California, University of",2024,,,,1.0,5.0,182.0,150.0,0.0,82.42%,73.57%,8.85%,82.42%,,,,,,183.0,5.0,0.0,177.0,,
Southern Illinois University,2024,,,,1.0,4.0,67.0,44.0,0.0,65.67%,78.71%,-13.04%,65.67%,,,,,,80.0,16.0,0.0,63.0,,
Southern Methodist University,2024,,,,0.0,14.0,219.0,186.0,0.0,84.93%,78.97%,5.96%,84.93%,,,,,,217.0,12.0,3.0,202.0,,
Southern University,2024,,,,82.0,0.0,85.0,45.0,0.0,52.94%,72.02%,-19.08%,52.94%,,,,,,226.0,59.0,0.0,85.0,,
Southwestern Law School,2024,,,,7.0,34.0,261.0,167.0,0.0,63.98%,72.34%,-8.36%,63.98%,,,,,,255.0,21.0,0.0,227.0,,
St. John's University,2024,,,,1.0,8.0,248.0,216.0,0.0,87.1%,82.59%,4.51%,87.10%,,,,,,247.0,6.0,2.0,238.0,,
St. Mary's University,2024,,,,0.0,35.0,196.0,144.0,0.0,73.47%,79.21%,-5.74%,73.47%,,,,,,201.0,40.0,11.0,150.0,,
St. Thomas University (Miami),2024,,,,2.0,25.0,202.0,118.0,0.0,58.42%,67.81%,-9.39%,58.42%,,,,,,221.0,42.0,0.0,177.0,,
"St. Thomas, (Minneapolis) University of",2024,,,,1.0,17.0,155.0,122.0,0.0,78.71%,81.46%,-2.75%,78.71%,,,,,,146.0,7.0,0.0,138.0,,
Stanford University,2024,,,,1.0,16.0,182.0,176.0,,96.7%,76.96%,19.74%,96.70%,,,,,,180.0,13.0,,166.0,,
Stetson University,2024,,,,,44.0,283.0,217.0,0.0,76.68%,68.12%,8.56%,76.68%,,,,,,284.0,45.0,2.0,237.0,,
Suffolk University,2024,,,,21.0,15.0,329.0,261.0,,79.33%,79.99%,-0.66%,79.33%,,,,,,349.0,14.0,2.0,312.0,,
Syracuse University,2024,,,,2.0,36.0,181.0,135.0,0.0,74.59%,80.2%,-5.61%,74.59%,,,,,,183.0,36.0,4.0,141.0,,
Temple University,2024,,,,4.0,8.0,202.0,172.0,0.0,85.15%,74.82%,10.33%,85.15%,,,,,,210.0,12.0,0.0,194.0,,
"Tennessee, University of",2024,,,,0.0,3.0,104.0,87.0,0.0,83.65%,74.03%,9.62%,83.65%,,,,,,114.0,13.0,0.0,101.0,,
Texas A&M University,2024,,,,0.0,6.0,157.0,146.0,0.0,92.99%,78.91%,14.08%,92.99%,,,,,,165.0,14.0,5.0,146.0,,
Texas Southern University,2024,,,,0.0,30.0,145.0,92.0,0.0,63.45%,78.99%,-15.54%,63.45%,,,,,,156.0,41.0,7.0,108.0,,
Texas Tech University,2024,,,,0.0,10.0,140.0,129.0,0.0,92.14%,79.13%,13.01%,92.14%,,,,,,139.0,9.0,1.0,129.0,,
"Texas, University of",2024,,,,1.0,21.0,284.0,267.0,0.0,94.01%,78.91%,15.1%,94.01%,,,,,,281.0,17.0,2.0,261.0,,
The Ohio State University,2024,,,,1.0,12.0,182.0,165.0,0.0,90.66%,77.17%,13.49%,90.66%,,,,,,178.0,7.0,0.0,170.0,,
"Toledo, The University of",2024,,,,8.0,20.0,93.0,65.0,0.0,69.89%,72.16%,-2.27%,69.89%,,,,,,105.0,24.0,0.0,73.0,,
Touro University,2024,,,,0.0,16.0,159.0,88.0,0.0,55.35%,82.07%,-26.72%,55.35%,,,,,,160.0,17.0,8.0,135.0,,
Tulane University,2024,,,,1.0,7.0,206.0,164.0,0.0,79.61%,76.02%,3.59%,79.61%,,,,,,212.0,12.0,0.0,199.0,,
"Tulsa, The University of",2024,,,,0.0,25.0,103.0,73.0,0.0,70.87%,71.76%,-0.89%,70.87%,,,,,,112.0,34.0,0.0,78.0,,
"Utah, The University of",2024,,,,0.0,8.0,83.0,78.0,0.0,93.98%,87.91%,6.07%,93.98%,,,,,,83.0,8.0,0.0,75.0,,
Vanderbilt University,2024,,,,0.0,6.0,198.0,192.0,0.0,96.97%,77.81%,19.16%,96.97%,,,,,,200.0,8.0,0.0,192.0,,
Vermont Law School,2024,,,,7.0,17.0,115.0,73.0,0.0,63.48%,73.12%,-9.64%,63.48%,,,,,,113.0,8.0,12.0,86.0,,
Villanova University,2024,,,,3.0,8.0,171.0,157.0,0.0,91.81%,75.81%,16%,91.81%,,,,,,175.0,9.0,0.0,163.0,,
"Virginia, University of",2024,,,,0.0,9.0,286.0,276.0,0.0,96.5%,79.39%,17.11%,96.50%,,,,,,289.0,12.0,0.0,277.0,,
Wake Forest University,2024,,,,3.0,8.0,92.0,85.0,0.0,92.39%,75.43%,16.96%,92.39%,,,,,,91.0,4.0,1.0,83.0,,
Washburn University,2024,,,,5.0,21.0,94.0,79.0,0.0,84.04%,78.24%,5.8%,84.04%,,,,,,100.0,22.0,0.0,73.0,,
Washington and Lee University,2024,,,,0.0,3.0,108.0,90.0,0.0,83.33%,77.84%,5.49%,83.33%,,,,,,107.0,2.0,1.0,104.0,,
Washington University (St. Louis),2024,,,,0.0,6.0,224.0,205.0,0.0,91.52%,80.01%,11.51%,91.52%,,,,,,228.0,10.0,0.0,218.0,,
"Washington, University of",2024,,,,0.0,14.0,162.0,151.0,0.0,93.21%,81.19%,12.02%,93.21%,,,,,,168.0,20.0,0.0,148.0,,
Wayne State University,2024,,,,0.0,21.0,105.0,70.0,0.0,66.67%,63.58%,3.09%,66.67%,,,,,,110.0,26.0,0.0,84.0,,
West Virginia University,2024,,,,0.0,4.0,98.0,68.0,0.0,69.39%,73.67%,-4.28%,69.39%,,,,,,106.0,12.0,1.0,93.0,,
Western New England University,2024,,,,0.0,4.0,86.0,59.0,0.0,68.6%,74.1%,-5.5%,68.60%,,,,,,102.0,20.0,0.0,82.0,,
"Western State, Westcliff University",2024,,,,0.0,8.0,53.0,31.0,0.0,58.49%,72.24%,-13.75%,58.49%,,,,,,56.0,11.0,0.0,45.0,,
Widener University Commonwealth Law School,2024,,,,1.0,13.0,80.0,43.0,0.0,53.75%,74.26%,-20.51%,53.75%,,,,,,82.0,14.0,1.0,66.0,,
Widener University Delaware Law School,2024,,,,1.0,25.0,185.0,118.0,0.0,63.78%,71.63%,-7.85%,63.78%,,,,,,181.0,20.0,1.0,159.0,,
Willamette University,2024,,,,0.0,8.0,93.0,50.0,0.0,53.76%,74.22%,-20.46%,53.76%,,,,,,96.0,11.0,3.0,82.0,,
William & Mary,2024,,,,4.0,10.0,213.0,198.0,0.0,92.96%,77.73%,15.23%,92.96%,,,,,,217.0,10.0,2.0,201.0,,
"Wisconsin, University of",2024,,,,1.0,1.0,7.0,7.0,225.0,100%,78.25%,21.75%,100.00%,,,,,,235.0,3.0,0.0,6.0,,
"Wyoming, University of",2024,,,,0.0,8.0,68.0,55.0,0.0,80.88%,78.15%,2.73%,80.88%,,,,,,69.0,9.0,0.0,60.0,,
Yale University,2024,,,,0.0,14.0,218.0,211.0,0.0,96.79%,79.97%,16.82%,96.79%,,,,,,227.0,23.0,0.0,204.0,,
*Law School pass rate is how the Law School’s graduates performed across all jurisdictions where they took the bar examination for the first time.,2024,,,,,,,,,,,,,,,,,,,,,,,
**The ABA weighted average bar pass rate is the average pass rate for graduates from ABA-accredited law schools for each jurisdiction in which the Law School’s graduates sat for the bar exam. This number is weighted so that bar pass rates from jurisdictions where more of the Law School’s graduates sat for the bar exam have a greater impact on the ABA weighted average bar pass rate than bar pass rates from jurisdictions where fewer of the Law School’s graduates sat for the bar exam.,2024,,,,,,,,,,,,,,,,,,,,,,,
***The difference between the Law School pass rate and the ABA weighted average bar pass rate compares the performance of the Law School’s graduates on the bar exam in all jurisdictions where they took the bar exam for the first time with the performance of graduates from all ABA-accredited law schools on the bar exam in those same jurisdictions.,2024,,,,,,,,,,,,,,,,,,,,,,,
"Akron, The University of",2025,,,,0.0,45.0,129.0,93.0,0.0,72.09%,80.46%,-8.37%,72.09%,,,,,,,,0.0,84.0,138.0,54.0
"Alabama, The University of",2025,,,,1.0,7.0,151.0,138.0,0.0,91.39%,80.44%,10.95%,91.39%,,,,,,,,0.0,144.0,153.0,8.0
Albany Law School,2025,,,,1.0,46.0,206.0,153.0,0.0,74.27%,85.75%,-11.48%,74.27%,,,,,,,,14.0,146.0,197.0,36.0
American University,2025,,,,9.0,31.0,374.0,304.0,,81.28%,81.98%,-0.7%,81.28%,,,,,,,,4.0,339.0,380.0,28.0
Appalachian School of Law,2025,,,,0.0,4.0,38.0,24.0,0.0,63.16%,77.16%,-14%,63.16%,,,,,,,,0.0,34.0,39.0,5.0
Arizona State University,2025,,,,3.0,33.0,289.0,253.0,0.0,87.54%,75.03%,12.51%,87.54%,,,,,,,,4.0,252.0,287.0,28.0
"Arizona, The University of",2025,,,,1.0,11.0,115.0,83.0,0.0,72.17%,75.3%,-3.13%,72.17%,,,,,,,,16.0,88.0,116.0,11.0
"Arkansas at Little Rock, University of",2025,,,,0.0,8.0,136.0,100.0,0.0,73.53%,76.51%,-2.98%,73.53%,,,,,,,,0.0,128.0,138.0,10.0
"Arkansas, University of",2025,,,,0.0,7.0,120.0,96.0,0.0,80%,77.09%,2.91%,80.00%,,,,,,,,0.0,113.0,124.0,11.0
Atlanta's John Marshall Law School,2025,,,,0.0,9.0,76.0,52.0,0.0,68.42%,80.24%,-11.82%,68.42%,,,,,,,,0.0,67.0,84.0,17.0
Ave Maria School of Law,2025,,,,0.0,11.0,85.0,56.0,0.0,65.88%,73.82%,-7.94%,65.88%,,,,,,,,0.0,74.0,87.0,13.0
"Baltimore, University of",2025,,,,0.0,26.0,198.0,140.0,0.0,70.71%,70.64%,0.07%,70.71%,,,,,,,,0.0,172.0,206.0,34.0
Barry University,2025,,,,2.0,63.0,239.0,164.0,0.0,68.62%,73.45%,-4.83%,68.62%,,,,,,,,2.0,174.0,261.0,83.0
Baylor University,2025,,,,0.0,17.0,197.0,187.0,0.0,94.92%,81.44%,13.48%,94.92%,,,,,,,,3.0,177.0,194.0,14.0
Belmont University,2025,,,,0.0,6.0,120.0,114.0,0.0,95%,77.95%,17.05%,95.00%,,,,,,,,0.0,114.0,115.0,1.0
Boston College,2025,,,,0.0,7.0,340.0,319.0,0.0,93.82%,83.55%,10.27%,93.82%,,,,,,,,0.0,333.0,341.0,8.0
Boston University,2025,,,,,13.0,298.0,275.0,,92.28%,83.3%,8.98%,92.28%,,,,,,,,3.0,282.0,297.0,12.0
Brigham Young University,2025,,,,0.0,5.0,136.0,123.0,0.0,90.44%,83.58%,6.86%,90.44%,,,,,,,,0.0,131.0,145.0,14.0
Brooklyn Law School,2025,,,,1.0,7.0,393.0,332.0,0.0,84.48%,85.73%,-1.25%,84.48%,,,,,,,,1.0,385.0,402.0,15.0
"Buffalo, University at",2025,,,,0.0,13.0,154.0,132.0,0.0,85.71%,86.24%,-0.53%,85.71%,,,,,,,,8.0,133.0,154.0,13.0
California Western School of Law,2025,,,,0.0,59.0,213.0,134.0,0.0,62.91%,77.53%,-14.62%,62.91%,,,,,,,,0.0,154.0,209.0,55.0
"California-Berkeley, University of",2025,,,,12.0,7.0,396.0,361.0,0.0,91.16%,79.91%,11.25%,91.16%,,,,,,,,0.0,389.0,411.0,10.0
"California-Davis, University of",2025,,,,0.0,6.0,235.0,209.0,1.0,88.94%,77.78%,11.16%,88.98%,,,,,,,,0.0,229.0,242.0,12.0
"California-Irvine, University of",2025,,,,0.0,6.0,159.0,136.0,0.0,85.53%,77.98%,7.55%,85.53%,,,,,,,,0.0,153.0,161.0,8.0
"California-Los Angeles, University of",2025,,,,3.0,4.0,364.0,343.0,0.0,94.23%,78.85%,15.38%,94.23%,,,,,,,,0.0,360.0,372.0,9.0
"California-San Francisco, University of",2025,,,,0.0,22.0,359.0,301.0,0.0,83.84%,77.87%,5.97%,83.84%,,,,,,,,1.0,336.0,363.0,26.0
Campbell University,2025,,,,0.0,21.0,164.0,140.0,0.0,85.37%,79.05%,6.32%,85.37%,,,,,,,,2.0,141.0,157.0,14.0
Capital University Law School,2025,,,,0.0,4.0,144.0,104.0,0.0,72.22%,80.4%,-8.18%,72.22%,,,,,,,,0.0,140.0,151.0,11.0
"Cardozo, Yeshiva University",2025,,,,2.0,19.0,321.0,284.0,0.0,88.47%,85.16%,3.31%,88.47%,,,,,,,,9.0,293.0,308.0,4.0
Case Western Reserve University,2025,,,,1.0,16.0,161.0,132.0,0.0,81.99%,81%,0.99%,81.99%,,,,,,,,0.0,145.0,155.0,9.0
"Catholic University of America, The",2025,,,,0.0,7.0,130.0,108.0,0.0,83.08%,81.09%,1.99%,83.08%,,,,,,,,2.0,121.0,126.0,3.0
Chapman University,2025,,,,1.0,0.0,143.0,106.0,0.0,74.13%,77.65%,-3.52%,74.13%,,,,,,,,0.0,143.0,144.0,0.0
Charleston School of Law,2025,,,,11.0,34.0,216.0,160.0,0.0,74.07%,76.83%,-2.76%,74.07%,,,,,,,,3.0,179.0,234.0,41.0
"Chicago, The University of",2025,,,,0.0,5.0,194.0,189.0,0.0,97.42%,81.49%,15.93%,97.42%,,,,,,,,0.0,189.0,199.0,10.0
"Chicago-Kent, Illinois Institute of Technology",2025,,,,19.0,12.0,205.0,162.0,0.0,79.02%,78.68%,0.34%,79.02%,,,,,,,,0.0,193.0,226.0,14.0
"Cincinnati, University of",2025,,,,1.0,1.0,118.0,101.0,0.0,85.59%,80.62%,4.97%,85.59%,,,,,,,,0.0,117.0,127.0,9.0
"City University of New York, University of",2025,,,,,12.0,201.0,132.0,0.0,65.67%,86%,-20.33%,65.67%,,,,,,,,6.0,183.0,213.0,24.0
Cleveland State University,2025,,,,0.0,19.0,110.0,83.0,0.0,75.45%,80.52%,-5.07%,75.45%,,,,,,,,0.0,91.0,104.0,13.0
"Colorado, University of",2025,,,,0.0,9.0,167.0,151.0,0.0,90.42%,84.93%,5.49%,90.42%,,,,,,,,0.0,158.0,171.0,13.0
Columbia University,2025,,,,3.0,5.0,506.0,485.0,0.0,95.85%,84.98%,10.87%,95.85%,,,,,,,,15.0,486.0,521.0,17.0
"Connecticut, University of",2025,,,,10.0,10.0,150.0,126.0,0.0,84%,75.84%,8.16%,84.00%,,,,,,,,9.0,131.0,150.0,0.0
Cooley Law School,2025,,,,0.0,43.0,130.0,67.0,0.0,51.54%,74.12%,-22.58%,51.54%,,,,,,,,0.0,87.0,120.0,33.0
Cornell University,2025,,,,0.0,4.0,195.0,188.0,0.0,96.41%,84.73%,11.68%,96.41%,,,,,,,,21.0,170.0,196.0,5.0
Creighton University,2025,,,,0.0,15.0,146.0,106.0,0.0,72.6%,82.74%,-10.14%,72.60%,,,,,,,,0.0,131.0,146.0,15.0
"Dayton, University of",2025,,,,0.0,5.0,108.0,95.0,0.0,87.96%,80.1%,7.86%,87.96%,,,,,,,,0.0,103.0,108.0,5.0
"Denver, University of",2025,,,,0.0,35.0,225.0,191.0,0.0,84.89%,85.07%,-0.18%,84.89%,,,,,,,,0.0,190.0,242.0,52.0
DePaul University,2025,,,,10.0,10.0,171.0,130.0,0.0,76.02%,78.56%,-2.54%,76.02%,,,,,,,,0.0,161.0,172.0,1.0
"Detroit Mercy, University of",2025,,,,0.0,22.0,144.0,102.0,0.0,70.83%,73.25%,-2.42%,70.83%,,,,,,,,0.0,122.0,201.0,79.0
"District of Columbia, University of",2025,,,,0.0,11.0,61.0,40.0,0.0,65.57%,80.64%,-15.07%,65.57%,,,,,,,,1.0,49.0,69.0,19.0
Drake University,2025,,,,0.0,15.0,105.0,90.0,0.0,85.71%,83.73%,1.98%,85.71%,,,,,,,,0.0,90.0,102.0,12.0
Drexel University,2025,,,,0.0,10.0,140.0,119.0,0.0,85%,79.48%,5.52%,85.00%,,,,,,,,0.0,130.0,140.0,10.0
Duke University,2025,,,,1.0,5.0,278.0,271.0,0.0,97.48%,82.94%,14.54%,97.48%,,,,,,,,3.0,270.0,279.0,5.0
Duquesne University,2025,,,,0.0,2.0,151.0,134.0,0.0,88.74%,80.14%,8.6%,88.74%,,,,,,,,0.0,149.0,157.0,8.0
Elon University,2025,,,,0.0,138.0,138.0,106.0,0.0,76.81%,78.83%,-2.02%,76.81%,,,,,,,,0.0,0.0,135.0,135.0
Emory University,2025,,,,0.0,27.0,292.0,258.0,0.0,88.36%,80.47%,7.89%,88.36%,,,,,,,,1.0,264.0,290.0,25.0
Faulkner University,2025,,,,0.0,2.0,70.0,50.0,0.0,71.43%,80.6%,-9.17%,71.43%,,,,,,,,0.0,68.0,81.0,13.0
Florida A&M University,2025,,,,0.0,0.0,65.0,49.0,0.0,75.38%,73.28%,2.1%,75.38%,,,,,,,,0.0,65.0,109.0,44.0
Florida International University,2025,,,,0.0,24.0,163.0,144.0,0.0,88.34%,72.91%,15.43%,88.34%,,,,,,,,0.0,139.0,174.0,35.0
Florida State University,2025,,,,1.0,29.0,180.0,157.0,0.0,87.22%,73.35%,13.87%,87.22%,,,,,,,,0.0,151.0,173.0,21.0
"Florida, University of",2025,,,,0.0,32.0,262.0,232.0,0.0,88.55%,75.2%,13.35%,88.55%,,,,,,,,0.0,230.0,257.0,27.0
Fordham University,2025,,,,0.0,16.0,456.0,424.0,0.0,92.98%,85.77%,7.21%,92.98%,,,,,,,,18.0,422.0,455.0,15.0
George Mason University,2025,,,,0.0,12.0,235.0,202.0,0.0,85.96%,80.68%,5.28%,85.96%,,,,,,,,11.0,212.0,234.0,11.0
"George Washington University, The",2025,,,,37.0,13.0,511.0,461.0,0.0,90.22%,82.71%,7.51%,90.22%,,,,,,,,2.0,496.0,551.0,16.0
Georgetown University,2025,,,,39.0,9.0,633.0,589.0,0.0,93.05%,83.29%,9.76%,93.05%,,,,,,,,2.0,622.0,663.0,
Georgia State University,2025,,,,18.0,17.0,189.0,170.0,0.0,89.95%,79.87%,10.08%,89.95%,,,,,,,,0.0,172.0,217.0,27.0
"Georgia, University of",2025,,,,0.0,8.0,187.0,169.0,0.0,90.37%,79.72%,10.65%,90.37%,,,,,,,,0.0,179.0,189.0,10.0
Gonzaga University,2025,,,,0.0,9.0,153.0,122.0,0.0,79.74%,81.33%,-1.59%,79.74%,,,,,,,,0.0,144.0,160.0,16.0
Harvard University,2025,,,,21.0,33.0,608.0,595.0,0.0,97.86%,83.44%,14.42%,97.86%,,,,,,,,3.0,572.0,620.0,24.0
